"id","title","firstName","lastName","email","assignee","leadStatus","leadSource","leadRating","phone","companyName","industry","adressLine1","adressLine2","city","state","country","zipcode","createdAt","createdAt"
"cd7b9440-6bba-11ec-98e6-2bc0fca13e89","Mr.","Arnu","Yadav","harry20@gmail.com","Rita","yes","unknown",3,"1234567890","Satisfic","IT","11 NP kHYALIWALA","string","Ramnagar","Uttarakhand","India",,"2022-01-02T10:57:39.714Z","2022-01-02T10:57:39.714Z"
"cd7b9441-6bba-11ec-98e6-2bc0fca13e89","Mr.","Arif","Mohammad","harry21@gmail.com","Raunak","yes","unknown",3,"1234567890","Satisfic","IT","11 NP kHYALIWALA","string","Ramnagar","Uttarakhand","India",,"2022-01-02T10:57:39.714Z","2022-01-02T10:57:39.714Z"
"cd7b9442-6bba-11ec-98e6-2bc0fca13e89","Miss.","Harry","Peter","harry22@gmail.com","Priyank","yes","unknown",3,"1234567890","Satisfic","IT","11 NP kHYALIWALA","string","Ramnagar","Uttarakhand","India",,"2022-01-02T10:57:39.714Z","2022-01-02T10:57:39.714Z"
"cd7b9443-6bba-11ec-98e6-2bc0fca13e89","Miss.","Parvati","Peter","harry23@gmail.com","Amit","yes","unknown",3,"1234567890","Satisfic","IT","11 NP kHYALIWALA","string","Ramnagar","Uttarakhand","India",,"2022-01-02T10:57:39.714Z","2022-01-02T10:57:39.714Z"
"cd7b9444-6bba-11ec-98e6-2bc0fca13e89","Miss.","Harry","Peter","harry24@gmail.com","Rita","yes","unknown",3,"1234567890","Satisfic","IT","11 NP kHYALIWALA","string","Ramnagar","Uttarakhand","India",,"2022-01-02T10:57:39.714Z","2022-01-02T10:57:39.714Z"
"cd7b6d30-6bba-11ec-98e6-2bc0fca13e89","Mrs","Renu","Chaudhary","harry14@gmail.com","Rita","yes","unknown",3,"1234567890","Satisfic","IT","11 NP kHYALIWALA","string","Ramnagar","Uttarakhand","India",,"2022-01-02T10:57:39.714Z","2022-01-02T10:57:39.714Z"
"cd7b6d31-6bba-11ec-98e6-2bc0fca13e89","Mr.","Anshu","Peter","harry15@gmail.com","Rita","yes","Satisfic data source",3,"1234567890","Satisfic","Mechanical","11 NP kHYALIWALA","string","Ramnagar","Uttarakhand","India",,"2022-01-02T10:57:39.714Z","2022-01-02T10:57:39.714Z"
"cd7b6d32-6bba-11ec-98e6-2bc0fca13e89","Miss.","Reshma","Peter","harry16@gmail.com","Priya","yes","Satisfic data source",3,"1234567890","Satisfic","Mechanical","11 NP kHYALIWALA","string","Ramnagar","Uttarakhand","India",,"2022-01-02T10:57:39.714Z","2022-01-02T10:57:39.714Z"
"cd7b6d33-6bba-11ec-98e6-2bc0fca13e89","Mr.","Shekhar","Peter","harry17@gmail.com","Rita","yes","Satisfic data source",3,"1234567890","Satisfic","Mechanical","11 NP kHYALIWALA","string","Ramnagar","Uttarakhand","India",,"2022-01-02T10:57:39.714Z","2022-01-02T10:57:39.714Z"
"cd7b6d34-6bba-11ec-98e6-2bc0fca13e89","Miss.","Harry","Peter","harry18@gmail.com","Renu","yes","Satisfic data source",3,"1234567890","Satisfic","Mechanical","11 NP kHYALIWALA","string","Ramnagar","Uttarakhand","India",,"2022-01-02T10:57:39.714Z","2022-01-02T10:57:39.714Z"
"cd7b6d35-6bba-11ec-98e6-2bc0fca13e89","Mr.","Shyam","Peter","harry19@gmail.com","Rita","yes","Satisfic data source",5,"1234567890","Satisfic","Mechanical","11 NP kHYALIWALA","string","Ramnagar","Uttarakhand","India",,"2022-01-02T10:57:39.714Z","2022-01-02T10:57:39.714Z"
